feature_name,feature_index,weight
activities::org_androld_pcapi_Drt,73,-0.8588664976686483
receivers::org_androld_pcapi_Drr,74,-0.8588664976686483
activities::cn_dictcn_android_digitize_activity_NewOffLineDownActivity,9376,-0.8551008108047752
providers::cn_dictcn_android_digitize_wys_japan_contentprovider_searchword,9377,-0.8551008108047752
urls::http://www_adobe_com/airgames2/,146,-0.8524496267467849
urls::http://%s/index_php?c=log&m=crash&src=%s&os=%s&imei=%s&ver=%s&vc=%d&token=%s,9439,-0.8439627258843101
urls::http://plist_sf_net,830,-0.8401905112245021
urls::https://ad_mail_ru/mobile/,197,-0.8390588359399389
urls::https://graph_qq_com/oauth2_0/me?access_token=%s,8529,-0.8382974014990525
services::com_myshare_dynamic_sdk_DynamicResourceService,9698,-0.83804577223675
receivers::com_appgames_xuanguanbud_BaseFilesys,366,-0.8372161429255323
activities::_LastFish,64,-0.8358193064804664
activities::SplashActivity,7518,-0.835654259292081
urls::https://dl_dropboxusercontent_com/u/78812746/api/game_dizzyfish_android,766,-0.8309877938300345
activities::com_lonedwadrfgames_tanks_ablocertercy_main,445,-0.8293166639137995
urls::http://119_29_29_29/d,9899,-0.826660263503191
receivers::com_urbanairship_CoreReceiver,5915,-0.82416591763178
urls::https://www_mopub_com/optout,1387,-0.8235861303766079
activities::_BattleCategory,52,-0.8224182996091215
activities::se_treplex_sketchytruck_GameActivity,82,-0.8201510637925467
interesting_calls::Cipher(fos),3538,-0.8136209734678028
urls::http://vov_io)_\nTHIS,4625,-0.8132634108484871
urls::http://spongeapps_info/hash_php?g=56,273,-0.7969904268775853
receivers::AlarmReceiver,772,-0.7955022691307277
services::NetworkConnection,411,-0.7949522898361233
urls::http://crash_163_com/uploadCrashLogInfo_do,5920,-0.7941730328232443
activities::com_fdd_crazycat_PlayActivity,9851,-0.7910235406740448
activities::n_e_s_mpk,117,-0.7897040985502027
services::n_e_s_ozxds,118,-0.7897040985502027
receivers::n_e_s_wjk,119,-0.7897040985502027
app_permissions::name='android_permission_RECEIVED_BOOT_COMPLETED',3306,-0.7889308882370608
urls::http://v_t_sina_com_cn/share/share_php?title=,6807,-0.788658918424057
activities::dt_uo_euu_yyu,120,-0.7815637472223771
receivers::dt_uo_euu_csk,121,-0.7815637472223771
services::dt_uo_euu_lwxiu,122,-0.7815637472223771
activities::_ProvinceListActivity,2791,-0.7806958983878661
activities::com_colormar_canmoneji_iWeather,2792,-0.7806958983878661
services::_appWidget_WeatherService,2793,-0.7806958983878661
receivers::lwve_veu_p_ncw,133,-0.7802479264142708
services::lwve_veu_p_cthq,134,-0.7802479264142708
activities::lwve_veu_p_meiv,135,-0.7802479264142708
urls::http://pay_anzhi_com:8088/sdk/payment,2064,-0.7776664249114513
activities::com_umeng_update_net_DownloadingService,9767,-0.7707244130476548
urls::http://www_rabbitmq_com/,8082,-0.7694866020430378
urls::http://wanke123_com,9364,-0.7694866020430378
activities::_MyNewWorld,100,-0.768954567743906
activities::com_otomod_ad_AdActivity,9704,-0.7637413069743906
services::fjxq_nvcx_rd_fega_jesqc,84,-0.7636169692861208
receivers::fjxq_nvcx_rd_fega_tcvw,85,-0.7636169692861208
activities::fjxq_nvcx_rd_fega_hzfwv,86,-0.7636169692861208
activities::main,1428,-0.7631879813365146
urls::https://pubads_g_doubleclick_net/activity;dc_iu=,9543,-0.7620956468305055
urls::https://8b2824c2cb184ce0ac78b82dba46b78a:c4d6345aac3a40b58c75761ab14a9ce8@ad_mail_ru/6,323,-0.7580500446535718
app_permissions::name='getui_permission_GetuiService_com_cutt_zhiyue_android_app609313',5463,-0.7579584341603238
activities::com_yemuzi_maobi_MainActivity,95,-0.7501398283389095
services::ru_zdevs_zarchiver_pro_ZArchiverService,159,-0.7500632343915512
activities::_ZArchiver,160,-0.7500632343915512
app_permissions::name='android_permission_BLUETOOTH_PRIVILEGED',2689,-0.7484201284000089
activities::o_mrvl_ml_kvl_io_pbb,106,-0.7461949329780365
services::o_mrvl_ml_kvl_io_uwxay,107,-0.7461949329780365
receivers::o_mrvl_ml_kvl_io_dyo,108,-0.7461949329780365
activities::com_abarakat_webview_WebViewActivity,556,-0.7454222163827349
activities::EveningDress,101,-0.7447049953995165
activities::_EveningDress,102,-0.7447049953995165
urls::http://www_runnergameshk_com/?pd=com_RunnerGames_game_PumpkinsVsMonster_AD,1465,-0.7432301954875433
intents::android_intent_action_CONFIGURATION_CHANGED,150,-0.7411744538440499
receivers::org_andengine_extension_tmx_TMXParsera,247,-0.7370780765711858
activities::com_unity3d_ads_android2_view_UnityAdsFullscreenActivity,7727,-0.7345407485289999
urls::https://twitter_com/intent/tweet?text=,2460,-0.7260619016421096
receivers::ourq_vz_hf_rif,130,-0.7256787365535149
services::ourq_vz_hf_svnm,131,-0.7256787365535149
activities::ourq_vz_hf_bdny,132,-0.7256787365535149
urls::https://graph_facebook_com/me,4583,-0.7232992778454349
receivers::com_unity3d_player_UnityPlayerp9p,158,-0.7216605188320309
activities::_Duck,363,-0.7208121270297863
receivers::org_andengine_input_sensor_a_by,98,-0.7170804238745232
receivers::net_adxmi_android_AdReceiver,8621,-0.7135477747721869
urls::http://bugly_qq_com/androidsdk,606,-0.7119517205091133
receivers::com_ew_dage_Vursz,749,-0.7098006014488224
services::com_ew_dage_Vktse,750,-0.7098006014488224
urls::http://r_,449,-0.7069561601273799
urls::http://monitor_uu_qq_com/analytics/upload,9372,-0.7048175936367407
activities::_PZPlayer,371,-0.7042270088334807
urls::http://data_altbeacon_org/android-distance_json,7282,-0.704043383414194
services::rxtp_wq_ibsc_olg,173,-0.7004213203431903
activities::rxtp_wq_ibsc_pulcf,174,-0.7004213203431903
receivers::rxtp_wq_ibsc_kfnyf,175,-0.7004213203431903
activities::_activity_MessageDetailActivity,6897,-0.6970491073612559
receivers::com_easemob_chat_EMMonitorReceiver,5552,-0.6966484108859116
api_calls::android/provider/Browser;->clearHistory,2735,-0.6944106614118307
interesting_calls::Cipher(out),1152,-0.6932701896431825
activities::Offers,4543,-0.6931270355942489
services::is_r_sno_kjc_te_stixi,155,-0.6930905350216549
activities::is_r_sno_kjc_te_tzfqk,156,-0.6930905350216549
receivers::is_r_sno_kjc_te_uys,157,-0.6930905350216549
activities::_Base,4703,-0.6891027504076461
activities::Rebel Attack 2,171,-0.6879197575959182
activities::com_qq_e_comm_DownloadService,317,-0.6841166280706868
urls::http://1000_movesky_sinaapp_com/aliSecurity/notify_url_php\,2185,-0.6801559000155217
activities::_AppActivity_,4249,-0.6793781711425985
activities::kkw_pt_g_xjs_asd,243,-0.6770548581342749
receivers::kkw_pt_g_xjs_ynjeu,244,-0.6770548581342749
services::kkw_pt_g_xjs_glns,245,-0.6770548581342749
urls::http://init_startappexchange_com/1_3/,452,-0.676113056349005
urls::http://www_startappexchange_com/1_3/,453,-0.676113056349005
urls::https://www_facebook_com/sharer/sharer_php?u=,7367,-0.674163452336887
urls::https://apipool_zhugeio_com/APIPOOL/,8460,-0.6741507979750699
urls::https://apipoolback_zhugeio_com/upload,8461,-0.6741507979750699
receivers::com_unity3d_player_UnityPlayerl22l,193,-0.6681330700590432
urls::http://api_adfalcon_com/AdRequest/GetAd,207,-0.6646570303808075
activities::com_buzzmonkey_BlockRogue_BlockRogueActivity,99,-0.6643446508442117
receivers::com_nextplug_MyRec,199,-0.6593034934915094
receivers::com_unity3d_player_a_crarar,669,-0.6565928787396147
urls::http://api_thekittyplay_com,7879,-0.6562371551904054
urls::http://gotest_3g_net_cn/launcherzthemestore/,7880,-0.6562371551904054
urls::http://graph_%s_facebook_com,3280,-0.6499610164429129
interesting_calls::Cipher(RSA/NONE/PKCS1Padding),8574,-0.6476166218455539
urls::https://play_google_com/store/apps/details?id=crownapps_neonlivewallpaper,352,-0.6471516371159638
urls::https://play_google_com/store/apps/details?id=crownapps_bubble,353,-0.6471516371159638
app_permissions::name='com_app_p3742JB_permission_C2D_MESSAGE',148,-0.6459952099331664
activities::Guia Barretos,149,-0.6459952099331664
urls::http://www_tuniu_com,7130,-0.6452334328977973
urls::http://www_jd_com,5994,-0.6431844572335631
activities::_FooFee,153,-0.6418171312166785
activities::ar_com_daidalos_afiledialog_FileChooserActivity,9360,-0.6339017510152166
receivers::qrtb_vv_wggg_otz_xza_bjp,1819,-0.6299694151110091
services::qrtb_vv_wggg_otz_xza_wvi,1820,-0.6299694151110091
activities::qrtb_vv_wggg_otz_xza_mosn,1821,-0.6299694151110091
activities::_activity_WebViewActivity,9233,-0.6289321951999877
activities::l_uv_cgt_m_hup_xtnxg,220,-0.626482931225909
services::l_uv_cgt_m_hup_puyy,221,-0.626482931225909
receivers::l_uv_cgt_m_hup_ljtpg,222,-0.626482931225909
api_calls::android/net/wifi/WifiManager$MulticastLock;->release,5781,-0.6218949041036588
activities::com_thinkmore_yourhand_ekl,462,-0.621223543804023
services::com_thinkmore_yourhand_rtycl,463,-0.621223543804023
receivers::com_cas_airquality_WidgetProvider,180,-0.6173949061279668
services::com_cas_airquality_DataService,181,-0.6173949061279668
activities::_AirQuality,182,-0.6173949061279668
activities::com_cas_airquality_AirQuality,183,-0.6173949061279668
services::com_newban_bans,46,-0.6150532090449428
interesting_calls::Cipher(i),4554,-0.6140089198775489
services::fud_ckww_engwc_s,126,-0.6134616649707705
receivers::fud_ckww_engwc_b,127,-0.6134616649707705
activities::fud_ckww_engwc_a,128,-0.6134616649707705
urls::https://git-wip-us_apache_org/repos/asf?p=cordova-android_git;a=blob;f=framework/res/xml/config_xml,3388,-0.6126671225539339
activities::bbk_gspn_hpozj_a,261,-0.6065411332539943
receivers::bbk_gspn_hpozj_b,262,-0.6065411332539943
services::bbk_gspn_hpozj_s,263,-0.6065411332539943
urls::http://lp_mydas_mobi/assets/mmjs/1_4/mm_js,3064,-0.6062343642746919
interesting_calls::Cipher(allowedGroupCiphers),833,-0.6056893912713717
interesting_calls::Cipher(allowedPairwiseCiphers),834,-0.6056893912713717
activities::com_mirenad_mancala_MainActivity,454,-0.6019896796836068
urls::http://en_wikipedia_org/wiki/kalah,455,-0.6019896796836068
urls::http://da_mmarket_com/mmsdk/mmsdk?func=mmsdk:specposteventlog,5042,-0.6008243099425259
activities::_CellGame,786,-0.6003544272685067
urls::http://amazon-adsystem_com,6037,-0.6001714510347619
interesting_calls::getSystemService,295,-0.5917296097803619
activities::com_github_nativehandler_NativeCrashActivity,6035,-0.5917065189884613
services::com_excelliance_kxqp_platform_gameservice_PlatService,6036,-0.5917065189884613
receivers::com_retro64_vampirevolleyball_Rodrawableo,433,-0.5903348489908051
activities::_AndroidPlugin,744,-0.5880735794630679
activities::cn_quicktv_android_activity_SettingActivity,1404,-0.5872295714997965
activities::cn_quicktv_android_activity_AddUrlActivity,1405,-0.5872295714997965
activities::com_hamo_webview_SplashActivity,701,-0.5865228331733473
activities::com_hamo_webview_WebViewActivity,702,-0.5865228331733473
urls::http://www_banota_info/,703,-0.5865228331733473
activities::_ActSetting,8575,-0.5855589839903573
receivers::com_unity3d_player_UnityPlayerp1p,326,-0.5845548427003769
receivers::com_unity3d_player_UnityPlayerv19v,327,-0.5845548290620662
receivers::com_unity3d_player_im,325,-0.5845547924093712
receivers::com_unity3d_player_UnityPlayerc14c,324,-0.5845547350163441
app_permissions::name='android_permission_STORAGE',179,-0.5840089775018869
activities::_First,1000,-0.5838538396392248
api_calls::android/provider/Contacts$People;->createPersonInMyContactsGroup,4032,-0.5834297458736593
urls::http://cdn_millennialmedia_com/mmjs/v1_4/mm_js,1065,-0.5831256591958782
services::com_appnext_appnextsdk_DownloadService,4455,-0.5799929968484259
activities::com_startapp_android_eula_EULAActivity,358,-0.5776580781555768
activities::_guide_GuideActivity,9107,-0.5753713475627519
activities::com_kidschef_pancake_baker_Game,3376,-0.5725438836095341
services::my_q_xon_zukpx,254,-0.5720511451966298
receivers::my_q_xon_qufbc,255,-0.5720511451966298
activities::my_q_xon_iqnm,256,-0.5720511451966298
activities::com_tapjoy_TJAdUnitView,7547,-0.5713013691546684
urls::https://androidads23_adcolony_com/configure,136,-0.5703552619648287
urls::http://f_aduwant_com/f_php?pname=,527,-0.5701025433283929
urls::http://c_aduwant_com/rd_php?pname=,528,-0.5701025433283929
activities::_Splash_Activity,1931,-0.5699820744746021
services::com_qhad_ads_sdk_service_QhAdService,275,-0.5696142312631646
activities::com_qhad_ads_sdk_adcore_QhAdActivity,276,-0.5696142312631646
receivers::iacr_xny_sxaw_g_rqd,237,-0.568808939753219
activities::iacr_xny_sxaw_g_vei,238,-0.568808939753219
services::iacr_xny_sxaw_g_appyu,239,-0.568808939753219
urls::https://paypal_112_2o7_net/b/ss/paypalglobal/0/OIP-2_1_6/,5302,-0.5678845073163875
urls::http://ec2-184-73-77-17_compute-1_amazonaws_com/featureview/gettime/,5155,-0.5635609102066709
urls::https://ws_tapjoyads_com/,3837,-0.562701471651118
app_permissions::name='android_permission_CONNECTIVITY_INTERNAL',2733,-0.5613986761734843
activities::fragmentActivity,2918,-0.5609671811339692
api_permissions::android_permission_SET_PREFERRED_APPLICATIONS,5246,-0.5606402369233635
urls::http://vk_com/caves_roguelike,4201,-0.5593533647449851
urls::https://play_google_com/store/apps/details?id=thirty_six_dev_underworld,4202,-0.5593533647449851
activities::com_jb_spikeBear_spikeBear,339,-0.5579676850372057
services::com_jb_inAppBilling_BillingService,340,-0.5579676850372057
receivers::com_jb_inAppBilling_BillingReceiver,341,-0.5579676850372057
urls::http://debug_aerserv_com/sybok/,3834,-0.5572498052788762
activities::com_dsjtiwy_otur,287,-0.5536604719006502
services::com_girote_tiwjfyw,288,-0.5536604719006502
services::kxg_rnd_th_uvql,373,-0.5520635760258789
activities::kxg_rnd_th_cbh,374,-0.5520635760258789
receivers::kxg_rnd_th_bnywm,375,-0.5520635760258789
services::com_avos_avoscloud_PushService,2830,-0.5517967316331357
activities::z_d_c_ta,1622,-0.5517486259646127
services::z_d_c_ts,1623,-0.5517486259646127
urls::http://alea_adam_ad_daum_net/imp,603,-0.5516435237465431
urls::https://code_google_com/p/android/issues/detail?id=10789,5018,-0.5492452824492464
activities::co_rijal_kumpulanlaguanakdua_Main,585,-0.5490481685980457
activities::co_rijal_kumpulanlaguanakdua_MainActivity,586,-0.5490481685980457
urls::http://ge_rijal_co/laguanak2-1_3_php,587,-0.5490481685980457
urls::https://api_twitter_com/oauth/access_token,5234,-0.5473992635424321
urls::http://www_jesuspinzonortiz_com/LEY%205%20DE%201992/,124,-0.5470440821606485
urls::http://b-calc_mediasova_com/,125,-0.5470440725381925
receivers::cn_jpush_android_service_PushReceiver,5235,-0.5470429491589902
urls::http://int_dpool_sina_com_cn/iplookup/iplookup_php?format=json,3890,-0.5458027985115277
urls::http://feedback_whalecloud_com/feedback/feedbacks,6738,-0.5455350608162117
urls::http://api_movepromo_com,309,-0.5449652047569825
receivers::com_stats_sdk_BootReceiver,310,-0.5449652047569825
services::com_stats_sdk_StatsService,311,-0.5449652047569825
urls::http://59travel_205_5ghl_cn/server_jar,5244,-0.5445198085702753
interesting_calls::Cipher(decryptedBytes),2723,-0.5411073948110239
activities::free_games_juegos_de_autos1425342134_MainActivity,775,-0.5406521600091037
activities::free_games_juegos_de_autos1425342134_SelectLanguage,776,-0.5406521600091037
activities::com_zskj_acydp_MainActivity,509,-0.5402150016488767
activities::com_zskj_ajdms_MainActivity,512,-0.5402149897340826
activities::com_zskj_aqcpjw_MainActivity,511,-0.5402149259984946
activities::com_zskj_axwsbp_MainActivity,510,-0.5402148740060806
receivers::y_cmbe_en_kv_uilho,319,-0.5387910865467409
activities::y_cmbe_en_kv_smh,320,-0.5387910865467409
services::y_cmbe_en_kv_pjw,321,-0.5387910865467409
services::com_getjar_sdk_rewards_GetJarService,4407,-0.5382565561402218
activities::com_getjar_sdk_rewards_GetJarActivity,4408,-0.5382565561402218
activities::mh_lrg_rk_lcq_jsae,305,-0.5371526250517832
services::mh_lrg_rk_lcq_pehxd,306,-0.5371526250517832
receivers::mh_lrg_rk_lcq_nitk,307,-0.5371526250517832
urls::http://google_com/cardboard/cfg,1555,-0.5351870076197519
activities::_GayStraightTestActivity,840,-0.5350809865014444
activities::com_wordpress_androidcraziness_GayStraightTest_GayStraightTestActivity,841,-0.5350809865014444
activities::_LoyalTraitorTestActivity,838,-0.5350809314624582
activities::com_wordpress_androidcraziness_LoyalTraitorTest_LoyalTraitorTestActivity,839,-0.5350809314624582
activities::nxor_jwxn_qsz_ujqv_ynyz_qe,488,-0.5338797857835295
services::nxor_jwxn_qsz_ujqv_ynyz_og,489,-0.5338797857835295
api_calls::android/provider/Contacts$People;->loadContactPhoto,7833,-0.5306185491327954
urls::http://product_webtrends_com/DC/Android/mobile_adding_tracking_to_android_html,9327,-0.5260285309291244
urls::http://developer_android_com/guide/google/gcm/,4237,-0.5243299431118567
urls::https://play_google_com/store/apps/developer?id=Kids+Fun+Game,3545,-0.523291771956474
providers::com_bambo_dancehero_fileprovider,3846,-0.5231752326799232
app_permissions::name='com_bambo_dancehero_permission_C2D_MESSAGE',3847,-0.5231752326799232
intents::android_intent_action_QUERY_PACKAGE_RESTART,2691,-0.5213359329882533
app_permissions::name='android_permission_PACKAGE_USAGE_STATS',198,-0.5209083141909147
urls::http://play_google_com/store/search?q=oxicgames&hl=en,3305,-0.5195782187787492
receivers::com_example_jpushdemo_MyReceiver,6390,-0.5188787756458142
receivers::gmy_jrul_gn_jgse_n_cqkx,299,-0.5178079353627013
activities::gmy_jrul_gn_jgse_n_frar,300,-0.5178079353627013
services::gmy_jrul_gn_jgse_n_ofxni,301,-0.5178079353627013
urls::https://x_heyzap_com/_/0/ad,791,-0.5171555272609968
urls::https://selfservice_nativex_com/Help,7399,-0.5169700575021154
activities::com_fyber_ads_ofw_OfferWallActivity,9030,-0.5169700575021154
activities::Darkmoor Manor,3292,-0.5139943749369588
services::ti_an_q_uxql_hsw,737,-0.5139943749369585
receivers::ti_an_q_uxql_hux,738,-0.5139943749369585
activities::ti_an_q_uxql_sufw,739,-0.5139943749369585
urls::https://csi_gstatic_com/csi,8703,-0.513204273101975
activities::com_amap_api_v2_apikey,4629,-0.5122725186116804
urls::https://app_adjust_io,8732,-0.5108010499142678
services::com_mmi_cssdk_main_CSService,8872,-0.5106278443800237
activities::_activity_HomeActivity,23,-0.5103292659090148
activities::_a,6167,-0.5100277806420561
urls::https://hysdk_game_xiaomi_com/fpassport/realname/idVerify,8568,-0.5079650946923673
urls::https://hysdk_game_xiaomi_com/realname/index_jsp,8569,-0.5079650946923673
receivers::com_parse_ParseBroadcastReceiver,859,-0.507943475543817
activities::_AppMenuActivity,90,-0.5071793953416223
urls::https://play_google_com/store/apps/details?id=com_easy_chrst_msg,129,-0.507179395341622
receivers::com_gamesalad_player_GSFullScreenAdManagerl1l,291,-0.5058051270116312
urls::https://play_google_com/store/apps/details?id=fasa_spacebubbles,731,-0.5044724957744819
urls::http://stats_cn_ronghub_com/active_json,9005,-0.5039586231259183
urls::https://batch_com/,1807,-0.5028788457338143
receivers::android_permission_RECEIVE_BOOT_COMPLETED,8015,-0.5026998646674017
urls::http://mads_amazon-adsystem_com/,1383,-0.5021220639814596
interesting_calls::Cipher(Iv),5990,-0.5018753827754874
services::com_youxiaaaa_DevNativeService,924,-0.5015423348403585
activities::com_xshzb_xs_Aoidx,925,-0.5015423348403585
receivers::com_xshzb_xs_Ajxef,926,-0.5015423348403585
activities::_CastleGuardianActivity,927,-0.5015423348403585
activities::com_youxiaaaa_DevNativeActivity,928,-0.5015423348403585
services::com_xshzb_xs_Aoqjc,929,-0.5015423348403585
activities::Applications,873,-0.5008843846036752
api_permissions::com_android_browser_permission_WRITE_HISTORY_BOOKMARKS,7397,-0.49775621493754185
api_calls::android/provider/Browser;->clearSearches,7398,-0.49775621493754185
activities::com_excelliance_kxqp_platform_NextChapter,8231,-0.49352187599073505
urls::211_155_25_46,418,-0.49313648366585106
urls::http://211_155_25_46/clients/payonline/notify_url_asp,419,-0.49313648366585106
activities::com_applovin_adview_AppLovinConfirmationActivity,7245,-0.49214718235062854
urls::https://maps_googleapis_com/maps/api/place/search/json?,6322,-0.4916669575663891
services::s_ynk_l_luw_fq_eqrfo,415,-0.4900782975653414
activities::s_ynk_l_luw_fq_jcrl,416,-0.4900782975653414
receivers::s_ynk_l_luw_fq_rhupp,417,-0.4900782975653414
activities::com_zfsqaf_ohmqqu160249_BrowserActivity,645,-0.489519078350384
activities::com_zfsqaf_ohmqqu160249_AdActivity,646,-0.489519078350384
receivers::com_facebook_AuthorizationClientvKatanaAuthHandlerv,154,-0.48707699932285226
receivers::m_dtx_kpi_nytp,302,-0.4850000029999818
activities::m_dtx_kpi_wjr,303,-0.4850000029999818
services::m_dtx_kpi_ixhk,304,-0.4850000029999818
app_permissions::name='android_permission_ACCESS_LOCATION',8103,-0.48441935921123813
activities::com_prime31_UnityPlayerActivity,901,-0.48427572786966944
activities::_ui_MainFragmentActivity,988,-0.48335493788120326
urls::http://host/path,5402,-0.48295859726574986
activities::com_facebook_unity_FBUnityDeepLinkingActivity,5220,-0.48240790219511087
activities::_BlockRogueActivity,145,-0.4797337582719903
activities::_RaceActivity,1228,-0.47968427594372276
receivers::com_google_android_apps_analytics_kn,1229,-0.47968427594372276
receivers::com_bhu_wifiaccelerate_ConnectStateReceiver,1444,-0.47875902581075386
activities::_ui_HardwareActivity,1445,-0.47875902581075386
activities::_ui_SplashActivity,1446,-0.47875902581075386
services::_BhuService,1453,-0.47875902581075386
urls::http://market_android_com/search?q=,218,-0.47869209061176266
activities::_ViewerActivity,591,-0.4771274128711558
activities::f_iz_sqd_mzxu_h_uzukl,1264,-0.47711254313566415
receivers::f_iz_sqd_mzxu_h_mal,1265,-0.47711254313566415
services::f_iz_sqd_mzxu_h_bdh,1266,-0.47711254313566415
urls::https://inmobisdk-a_akamaihd_net/sdk/configs/rootConfig_json\',9464,-0.4769703759556182
urls::https://et_w_inmobi_com/user/e_asm,9465,-0.4769703759556182
intents::android_intent_action_PACKAGE_RESTARTED,4290,-0.4768249531886957
urls::https://developers_facebook_com/docs/android/getting-started,3337,-0.4766193791783059
app_permissions::name='com_allzzzzxx_weddingvows_permission_C2D_MESSAGE',424,-0.4761013352063056
providers::com_allzzzzxx_weddingvows_internalfilecontentprovider,425,-0.4761013352063056
providers::com_allzzzzxx_weddingvows_apezprovider,426,-0.4761013352063056
urls::https://seccliprod_alipay_com/api/do_htm,2381,-0.4759299667163663
activities::_Acupuncture3D,204,-0.47565443772771987
activities::com_qq_e_appwall_AppwallActivity,8733,-0.47521446859660005
activities::_XinLiContentActivity,721,-0.47427755706742236
activities::_XinLiActivity,722,-0.47427755706742236
activities::_XinLiListActivity,723,-0.47427755706742236
activities::android_test_runner,7148,-0.4720141714823643
receivers::xuj_jcyd_zdkkh_b,386,-0.47147288623760764
services::xuj_jcyd_zdkkh_s,387,-0.47147288623760764
activities::com_mbg_twozerogame_MainActivity,388,-0.47147288623760764
activities::xuj_jcyd_zdkkh_a,389,-0.47147288623760764
activities::_Res,1380,-0.4714182910722507
activities::com_jetsery_Res,1381,-0.4714182910722507
activities::com_game_cc_COActivity,367,-0.47113269275620695
activities::com_game_zm_ZMActivity,368,-0.47113269275620695
services::com_game_cc_COService,369,-0.47113269275620695
services::com_game_zm_ZMService,370,-0.47113269275620695
activities::com_devastation3_flickitty_FlickittyActivity,280,-0.4700234548161508
activities::_FlickittyActivity,281,-0.4700234548161508
activities::_StartUp,1123,-0.4698350233864825
urls::http://www_cldeer_com,1124,-0.4698350233864825
receivers::com_ansca_corona_purchasing_GoogleStoreBroadcastReceiver,2206,-0.46966508886614516
urls::https://connect_tapjoy_com/,2631,-0.4696360061189862
api_calls::android/speech/SpeechRecognizer;->startListening,3377,-0.46952925907762655
activities::_drivetohome,897,-0.4686006879394747
api_calls::android/provider/Settings$System;->putFloat,6732,-0.4673105274093321
activities::com_mopub_mobileads_MraidVideoPlayerActivity,1071,-0.46645103071238875
activities::_StartingActivity,2459,-0.4646277595516656
urls::https://applab-sdk_amazon_com/1_0,9363,-0.4634830926965043
receivers::com_androidnative_analytics_ReferalIntentReciever,1274,-0.4615791347351905
urls::https://goo_gl/YslIVTand,1275,-0.4615791347351905
activities::com_tapjoy_TapjoyDailyRewardAdWebView,9719,-0.4578496334188052
